Brand,Model,Reference number,Movement,Case material,Bracelet material,Year of production,Scope of delivery,Gender,Location,Price,Availability,Caliber/movement,Base caliber,Power reserve,Number of jewels,Case diameter,Water resistance,Bezel material,Crystal,Dial,Dial numerals,Bracelet color,Clasp,Clasp material,url
Rolex,Daytona,116500LN (Daytona (from 2016)),Automatic,Steel,Steel,2022 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, Connecticut, Milford","$27,997",Item is in stock,4130,Cal.4130,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-daytona--id42544115.htm
Rolex,Rolex Perpetual 41 - Money Green,124300,Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, North Carolina, Charlotte","$11,100",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Green,No numerals,Steel,Double-fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-41--id43781000.htm
Rolex,Yacht-Master 40,126622,Automatic,Platinum,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$17,000 [Negotiable]",Item is in stock,calibre 3235,,70 h,31,40 mm,10 ATM,Platinum,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-yacht-master-platinum-and-stainless-steel-40mm-dark-rhodium-dial-126622--id11794197.htm
Rolex,GMT-Master II,126710BLNR (Batman),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New Jersey, TOTOWA","$19,199",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id44480128.htm
Rolex,GMT-Master II,126711CHNR,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$22,500 [Negotiable]",Item is in stock,3285,Rolex 3285,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-rootbeer-126711chnr-full-set--id39234191.htm
Rolex,GMT-Master II,126711CHNR,Automatic,Gold/Steel,Gold/Steel,2022 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$24,325 [Negotiable]",Item is in stock,3285,,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/unworn-gmt-master-ii-126711chnr-40mm-rootbeer-two-tone-rose-gold-black-and-brown--id10304477.htm
Rolex,Explorer,114270 (Arabic Dial),Automatic,Steel,Steel,2000,"Original box, original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$6,995",Item is in stock,3130,3130,42 h,31,36 mm,10 ATM,Steel,Sapphire crystal,Black,Arabic numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-excellent-condition-2001-explorer-369-black-dial-114270--id44618285.htm
Rolex,Datejust 41,126334 (Jubilee),Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Springfield","$16,900",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41-blue-dial-stainless-steel-jubilee-2024--id44618175.htm
Rolex,Yacht-Master 40,126621,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$21,050",Item is in stock,3235,,70 h,31,40 mm,10 ATM,Rose gold,Sapphire crystal,Brown,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-new-yacht-master-40mm-126621-two-tone-rose-gold-steel-chocolate-dial--id10304742.htm
Rolex,Submariner (No Date),5513,Automatic,Steel,Steel,1989 (Approximation),"No original box, no original papers",Men's watch/Unisex,"United States of America, Florida, Jupiter","$8,999",Item is in stock,1520,cal. 3135,48 h,26,40 mm,20 ATM,Steel,Plexiglass,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner--id44912312.htm
Rolex,Daytona,116518LN (Daytona (from 2016)),Automatic,Yellow gold,Rubber,2019,"Original box, original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$41,000 [Negotiable]",Item is in stock,4130,4130,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Black,Fold clasp,Yellow gold,https://www.chrono24.com/rolex/rolex-cosmograph-daytona-black-dial-yellow-gold-40mm-116518ln--id43983200.htm
Rolex,Sky-Dweller,336933 (Two-tone),Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, NEW YORK","$25,500",Item is in stock,9002,9002,72 h,29,42 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/sky-dweller--id45275833.htm
Rolex,GMT-Master II,126710BLNR (Batman),Automatic,Steel,Steel,2020 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$15,995",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id43960726.htm
Rolex,Rolex Cosmograph Daytona - Black Dial,126500ln,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, North Carolina, Charlotte","$33,000",Item is in stock,Calibre 4131,4131,72 h,44,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/daytona--id43749386.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$22,425 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/new-datejust-41mm-126334-rhodium-grey-diamond-dial-fluted-bezel-jubilee-stainless-steel--id13201073.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$16,940",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2025-rolex-datejust-41mm-126334-oyster-mint-green-dial--id44945914.htm
Rolex,Submariner Date,116619LB (Submariner Ceramic Bezel Light),Automatic,White gold,White gold,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Springfield",Price on request,Item is in stock,3135,3135,50 h,31,40 mm,30 ATM,Ceramic,Sapphire crystal,Blue,No numerals,Gold,Fold clasp,White Gold,https://www.chrono24.com/rolex/rolex-submariner-date-white-gold-smurf--id44616959.htm
Rolex,Datejust 41,126334,Automatic,White gold,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Maryland, North Potomac","$16,424 [Negotiable]",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-41--id40753638.htm
Rolex,Submariner Date,126610lv,Automatic,Steel,Steel,2020,"Original box, original papers",Men's watch/Unisex,"United States of America, Miami","$15,150",Item is in stock,3235,3235,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/submariner-date--id44523124.htm
Rolex,Datejust 36,16234,Automatic,Steel,Steel,1990,"Original box, no original papers",Men's watch/Unisex,"United States of America, Arizona, Phoenix","$7,499 [Negotiable]",Item is in stock,3135,3035,42 h,31,36 x 44 mm,10 ATM,White gold,Sapphire crystal,Silver,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/datejust-36--id45005314.htm
Rolex,Sky-Dweller,326934,Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$24,000 [Negotiable]",Item is in stock,9001,,72 h,40,42 mm,10 ATM,White gold,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sky-dweller-18k-white-gold-42mm-blue-dial-steel-bracelet-326934--id10869272.htm
Rolex,Submariner Date,168000,Automatic,Steel,Steel,1987 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$9,195",Item is in stock,3035,cal. 3135,48 h,27,40 mm,30 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date--id43286148.htm
Rolex,Rolex Submariner Date “Starbucks” MK2 Bezel,126610lv,Automatic,Steel,Steel,2024,"Original box, original papers",Men's watch/Unisex,"United States of America, North Carolina, Charlotte","$16,250",Item is in stock,3235,3235,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/submariner-date--id41883633.htm
Rolex,Sea-Dweller 4000,16600,Automatic,Steel,Steel,2006,"Original box, original papers",Men's watch/Unisex,"United States of America, Massachusetts, Boston","$10,000 [Negotiable]",Item is in stock,3135,3135,48 h,31,40 mm,Over 120 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-sea-dweller-stainless-steel-40mm-16600---box--papers-2006--id41929895.htm
Rolex,Submariner Date,126613LN,Automatic,Gold/Steel,Gold/Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$21,900",Item is in stock,3235,cal. 3135,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Gold/Steel,Fold clasp,Gold/Steel,https://www.chrono24.com/rolex/rolex-new-2025-submariner-41mm-126613ln-two-tone-black-dial--id43997565.htm
Rolex,Datejust 41,126334,Automatic,Steel,Steel,2018,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Springfield","$13,700",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-41-black-stick-oyster-2018--id39101294.htm
Rolex,Sea-Dweller,126600 (Sea-Dweller (from 2017)),Automatic,Steel,Steel,2022,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$16,000",Item is in stock,3235,,70 h,31,43 mm,Over 120 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-rolex-sea-dweller-43-stainless-steel-black-dial-126600--id11806535.htm
Rolex,Oyster Perpetual 34,124200,Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$8,299",Item is in stock,2232,Rolex 3235,55 h,31,34 mm,10 ATM,Steel,Sapphire crystal,Silver (solid),No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-silver-34--id37245852.htm
Rolex,Milgauss,116400GV,Automatic,Steel,Steel,2018,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$10,999",Item is in stock,3131,Rolex 3131,48 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-milgauss--id40089063.htm
Rolex,Yacht-Master II,116680,Automatic,Steel,Steel,2020,"Original box, no original papers",Men's watch/Unisex,"United States of America, NEW YORK","$18,000",Item is in stock,4161,4130,72 h,42,44 mm,10 ATM,Ceramic,Sapphire crystal,White,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/yacht-master-ii--id45276067.htm
Rolex,GMT-Master II,16710 (GMT-Master II (up to 2007)),Automatic,Steel,Steel,2002 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$11,295",Item is in stock,3185,Rolex 3185,48 h,31,40 mm,10 ATM,Steel,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii--id44303965.htm
Rolex,OP41 - Pistachio,134300,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, North Carolina, Charlotte","$13,500",Item is in stock,3230,Rolex 3135,70 h,31,41 mm,10 ATM,Steel,Sapphire crystal,Green,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual--stainless-dial-2025--id41862975.htm
Rolex,Sky-Dweller,326934,Automatic,Steel,Steel,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, New York","$21,500 [Negotiable]",Item is in stock,9001,3135,72 h,40,42 mm,10 ATM,White gold,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sky-dweller-18k-white-gold-42mm-black-dial-steel-oyster-bracelet-326934--id10869251.htm
Rolex,Datejust 41,126334 (Wimbledon),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$15,695",Item is in stock,3235,Rolex 3135,70 h,31,41 mm,10 ATM,White gold,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2025-datejust-41mm-126334-oyster-wimbledon-dial--id42424720.htm
Rolex,Datejust 36,126200 (Wimbledon),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Springfield","$10,400",Item is in stock,3235,Rolex 3135,70 h,31,36 mm,10 ATM,Steel,Sapphire crystal,Grey,Roman numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-datejust-36-stainless-steel-wimbledon-oyster-2025--id42913293.htm
Rolex,Datejust 36,1601 (Jubilee),Automatic,Steel,Steel,1974,"Original box, no original papers",Men's watch/Unisex,"United States of America, California, Los Angeles","$4,995",Item is in stock,1570,1570,40 h,26,36 mm,10 ATM,,Plexiglass,Silver,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-very-good-condition-1974-datejust-36-steel-jubilee-silver-index-dial-1601--id44977543.htm
Rolex,Yacht-Master 37,268655,Automatic,Rose gold,Rubber,2021,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$25,499",Item is in stock,2236,Rolex 3235,55 h,31,37 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Black,Fold clasp,Rose Gold,https://www.chrono24.com/rolex/rolex-yacht-master-37--id45015233.htm
Rolex,Submariner Date,126610LN (Submariner Ceramic Bezel Dark),Automatic,Steel,Steel,2023,"Original box, original papers",Men's watch/Unisex,"United States of America, Miami","$14,550",Item is in stock,3235,3235,70 h,31,41 x 40 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/submariner-date--id44523003.htm
Rolex,Datejust 36,116244,Automatic,Steel,Steel,2018,"Original box, original papers",Men's watch/Unisex,"United States of America, Texas","$14,000 [Negotiable]",Item is in stock,,,,,36 mm,,,,Silver,,Steel,,,https://www.chrono24.com/rolex/datejust-36--id39016360.htm
Rolex,Sea-Dweller Deepsea,126660,Automatic,Steel,Steel,2019 (Approximation),"Original box, no original papers",Men's watch/Unisex,"United States of America, New York, New York","$12,765",Item is in stock,3235,Rolex 3235,70 h,31,44 mm,Over 120 ATM,Ceramic,Sapphire crystal,Blue,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-sea-dweller-deepsea--id43960742.htm
Rolex,Rolex GMT Master II - Batgirl,126710BLNR,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, North Carolina, Charlotte","$19,500",Item is in stock,3285,Rolex 3186,70 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/gmt-master-ii--id42843368.htm
Rolex,Lady-Datejust,6917,Automatic,Gold/Steel,Leather,Unknown,"No original box, no original papers",Women's watch,"United States of America, Texas, Houston","$2,695",Item is in stock,2135,Cal. 2135,40 h,29,26 mm,10 ATM,Yellow gold,Sapphire crystal,Gold,No numerals,Black,Buckle,Yellow gold,https://www.chrono24.com/rolex/rolex-lady-datejust--id44770936.htm
Rolex,Yacht-Master 40,126622,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Michigan, Oak Park, MI","$17,255",Item is in stock,3235,3235,70 h,31,40 mm,10 ATM,Platinum,Sapphire crystal,Grey,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-2025-yacht-master-40mm-126622-stainless-steel-rhodium-dial--id43665348.htm
Rolex,Submariner Date,126610lv,Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, Illinois, Springfield","$16,900",Item is in stock,3235,cal. 3135,70 h,31,41 mm,30 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-submariner-date-cermit-stainless-steel-2025--id39935662.htm
Rolex,Datejust 41,126300-0007 (Datejust smooth bezel),Automatic,Steel,Steel,2025,"Original box, original papers",Men's watch/Unisex,"United States of America, New York, NEW YORK","$12,625 [Negotiable]",Item is in stock,,,,,41 mm,10 ATM,Steel,Sapphire crystal,Grey,,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-new-datejust-41mm-126300-rhodium-index-dial-oyster-stainless-steel-smooth-bezel--id12583397.htm
Rolex,GMT-Master II,116710LN (GMT-Master II black bezel),Automatic,Steel,Steel,2017,"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$14,199",Item is in stock,3186,Rolex 3186,48 h,31,40 mm,10 ATM,Ceramic,Sapphire crystal,Black,No numerals,Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-gmt-master-ii-2018-like-new--id43398281.htm
Rolex,Oyster Perpetual Date,15233 (Two-tone),Automatic,Gold/Steel,Gold/Steel,1991,"Original box, no original papers",Men's watch/Unisex,"United States of America, Miami","$6,050",Item is in stock,3135,cal. 3135,48 h,31,34 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/oyster-perpetual-date--id44523190.htm
Rolex,Daytona,126503,Automatic,Gold/Steel,Gold/Steel,2024 (Approximation),"Original box, original papers",Men's watch/Unisex,"United States of America, Florida, Miami","$27,000",Item is in stock,4131,4131,72 h,44,40 mm,10 ATM,Yellow gold,Sapphire crystal,White,No numerals,Gold/Steel,Fold clasp,Steel,https://www.chrono24.com/rolex/rolex-2024-daytona-white-dial-126503-two-tone--id42332943.htm
